PCIS Permit #,Permit Sub-Type,Issue Date,Valuation
15014-20002-05401,1 or 2 Family Dwelling,7/14/2016,"$1,200.00 "
16014-30000-01391,1 or 2 Family Dwelling,7/11/2016,"$60,000.00 "
15014-20000-04881,1 or 2 Family Dwelling,7/11/2016,"$130,000.00 "
13010-20000-04269,1 or 2 Family Dwelling,3/16/2016,"$340,000.00 "
16014-10000-01336,1 or 2 Family Dwelling,7/13/2016,"$600,000.00 "
16010-30000-00365,1 or 2 Family Dwelling,7/13/2016,"$1,110,000.00 "
16014-20000-03278,1 or 2 Family Dwelling,7/12/2016,"$40,000.00 "
16014-20000-03186,1 or 2 Family Dwelling,7/11/2016,"$16,500.00 "
13010-20000-04270,1 or 2 Family Dwelling,3/16/2016,"$340,000.00 "
14010-10000-01422,1 or 2 Family Dwelling,7/8/2016,"$200,000.00 "
16014-30000-03274,1 or 2 Family Dwelling,7/13/2016,"$14,000.00 "
16014-70000-00454,1 or 2 Family Dwelling,7/14/2016,"$90,000.00 "
16010-20000-03062,1 or 2 Family Dwelling,7/14/2016,"$6,500.00 "
16010-20000-01489,1 or 2 Family Dwelling,7/11/2016,"$500,000.00 "
16014-20000-03232,1 or 2 Family Dwelling,7/8/2016,"$10,000.00 "
16014-70000-01477,1 or 2 Family Dwelling,7/13/2016,"$200,000.00 "
15014-70000-05036,1 or 2 Family Dwelling,7/11/2016,"$170,000.00 "
15016-10002-27762,Commercial,7/12/2016,"$12,400.00 "
16010-40000-00902,1 or 2 Family Dwelling,7/13/2016,"$4,500.00 "
16014-20001-03312,1 or 2 Family Dwelling,7/14/2016,$0.00 
16010-20000-01545,1 or 2 Family Dwelling,7/12/2016,"$630,000.00 "
16014-10000-02719,1 or 2 Family Dwelling,7/13/2016,"$7,500.00 "
15010-30000-00309,1 or 2 Family Dwelling,7/14/2016,"$1,030,000.00 "
16010-70000-00310,1 or 2 Family Dwelling,7/12/2016,"$110,000.00 "
16014-20000-01996,1 or 2 Family Dwelling,7/14/2016,"$80,000.00 "
16016-20001-11292,1 or 2 Family Dwelling,7/12/2016,"$63,000.00 "
16014-10000-01681,1 or 2 Family Dwelling,7/11/2016,"$80,000.00 "
16014-10000-02567,1 or 2 Family Dwelling,7/8/2016,"$15,000.00 "
15010-20000-01677,1 or 2 Family Dwelling,7/8/2016,"$205,000.00 "
16014-30000-00428,1 or 2 Family Dwelling,7/8/2016,"$60,000.00 "
16010-10000-00892,1 or 2 Family Dwelling,7/11/2016,"$637,362.00 "
12010-10007-02799,Commercial,7/8/2016,$501.00 
16014-30000-03200,1 or 2 Family Dwelling,7/12/2016,"$85,000.00 "
13010-10000-00023,1 or 2 Family Dwelling,7/11/2016,"$550,000.00 "
16010-30000-02153,1 or 2 Family Dwelling,7/13/2016,"$60,000.00 "
16010-30000-02056,1 or 2 Family Dwelling,7/11/2016,"$400,000.00 "
15010-10000-03713,Commercial,3/7/2016,"$7,985,460.00 "
16014-20000-03250,1 or 2 Family Dwelling,7/19/2016,"$42,000.00 "
16014-10000-02416,1 or 2 Family Dwelling,7/18/2016,"$205,403.00 "
16010-20000-02678,1 or 2 Family Dwelling,7/21/2016,"$85,000.00 "
15014-10000-05745,1 or 2 Family Dwelling,7/20/2016,"$158,000.00 "
15010-20001-02152,1 or 2 Family Dwelling,7/15/2016,"$55,000.00 "
16010-20000-01119,1 or 2 Family Dwelling,7/15/2016,"$24,000.00 "
16014-40000-02124,1 or 2 Family Dwelling,7/18/2016,"$23,000.00 "
16014-20000-03340,1 or 2 Family Dwelling,7/21/2016,"$55,000.00 "
16010-10000-01524,1 or 2 Family Dwelling,7/18/2016,"$475,000.00 "
15010-10000-04508,1 or 2 Family Dwelling,7/20/2016,"$22,000.00 "
13010-10000-01190,1 or 2 Family Dwelling,7/19/2016,"$435,776.00 "
16014-30000-03454,1 or 2 Family Dwelling,7/20/2016,"$10,000.00 "
16010-20000-00619,1 or 2 Family Dwelling,7/19/2016,"$480,000.00 "
16014-20000-03291,1 or 2 Family Dwelling,7/15/2016,"$60,000.00 "
16010-10000-00678,1 or 2 Family Dwelling,7/19/2016,"$450,000.00 "
16014-20000-03405,1 or 2 Family Dwelling,7/19/2016,"$30,000.00 "
16010-30000-03149,1 or 2 Family Dwelling,7/18/2016,"$10,000.00 "
16014-20000-01366,1 or 2 Family Dwelling,7/21/2016,"$75,000.00 "
16010-30000-00118,1 or 2 Family Dwelling,7/20/2016,"$40,000.00 "
16014-20000-02596,1 or 2 Family Dwelling,7/20/2016,"$42,000.00 "
12010-20006-00562,1 or 2 Family Dwelling,7/20/2016,"$278,000.00 "
16014-20000-03469,1 or 2 Family Dwelling,7/21/2016,"$50,000.00 "
16016-20000-13888,Commercial,7/21/2016,"$201,000.00 "
16014-30000-01056,1 or 2 Family Dwelling,7/20/2016,"$266,901.00 "
14010-10000-02205,Apartment,7/19/2016,"$36,493,764.00 "
16014-20000-02009,1 or 2 Family Dwelling,7/15/2016,"$243,000.00 "
15010-10000-00532,Apartment,7/19/2016,"$36,019,941.00 "
16014-20000-01561,1 or 2 Family Dwelling,7/19/2016,"$350,000.00 "
16014-20000-03298,1 or 2 Family Dwelling,7/19/2016,"$43,000.00 "
16014-20000-01884,1 or 2 Family Dwelling,7/19/2016,"$21,000.00 "
14010-20000-00313,1 or 2 Family Dwelling,7/21/2016,"$545,000.00 "
16014-30000-03072,1 or 2 Family Dwelling,7/15/2016,"$130,000.00 "
16014-20000-03366,1 or 2 Family Dwelling,7/19/2016,"$30,000.00 "
16014-30000-01995,1 or 2 Family Dwelling,7/20/2016,"$275,000.00 "
16014-20000-01831,1 or 2 Family Dwelling,7/15/2016,"$90,000.00 "
16014-20000-01150,1 or 2 Family Dwelling,7/21/2016,"$65,000.00 "
16014-10000-03219,1 or 2 Family Dwelling,7/15/2016,"$10,000.00 "
16014-30000-02092,1 or 2 Family Dwelling,7/18/2016,"$25,000.00 "
16014-20000-02169,1 or 2 Family Dwelling,7/20/2016,"$3,500.00 "
16010-10000-00404,1 or 2 Family Dwelling,7/18/2016,"$112,000.00 "
16010-20000-00086,1 or 2 Family Dwelling,7/15/2016,"$300,000.00 "
16014-30000-02143,1 or 2 Family Dwelling,7/20/2016,"$450,000.00 "
15010-10000-04687,1 or 2 Family Dwelling,7/19/2016,"$1,500,000.00 "
15014-20005-05361,1 or 2 Family Dwelling,7/18/2016,"$2,000.00 "
16014-20000-03431,1 or 2 Family Dwelling,7/19/2016,"$28,000.00 "
15010-10000-02644,1 or 2 Family Dwelling,7/21/2016,"$850,000.00 "
15010-20000-01683,1 or 2 Family Dwelling,7/18/2016,"$410,000.00 "
16014-20000-02282,1 or 2 Family Dwelling,7/15/2016,"$68,000.00 "
16014-20000-02640,1 or 2 Family Dwelling,7/19/2016,"$54,000.00 "
15010-20000-01682,1 or 2 Family Dwelling,7/18/2016,"$205,000.00 "
15010-20000-02641,1 or 2 Family Dwelling,7/19/2016,"$178,000.00 "
16010-20000-02940,1 or 2 Family Dwelling,7/20/2016,"$6,000.00 "
16014-30000-01952,1 or 2 Family Dwelling,7/18/2016,"$100,000.00 "
16014-20000-01189,1 or 2 Family Dwelling,7/15/2016,"$250,000.00 "
16016-20000-13815,Apartment,7/21/2016,"$45,000.00 "
16014-20000-03374,1 or 2 Family Dwelling,7/20/2016,"$40,000.00 "
16014-20000-03012,1 or 2 Family Dwelling,7/18/2016,"$30,000.00 "
13010-30000-04246,Apartment,7/21/2016,"$5,163,000.00 "
16014-20000-01221,1 or 2 Family Dwelling,7/15/2016,"$200,000.00 "
16014-20000-01125,1 or 2 Family Dwelling,7/15/2016,"$500,000.00 "
16014-20000-03385,1 or 2 Family Dwelling,7/18/2016,"$2,500.00 "
13014-10000-02898,1 or 2 Family Dwelling,7/15/2016,"$140,000.00 "
14014-10000-03319,Apartment,4/3/2015,"$60,000.00 "
16010-30000-02168,1 or 2 Family Dwelling,7/20/2016,"$400,000.00 "
16014-10000-02473,Commercial,7/19/2016,"$190,000.00 "
15010-10000-03311,1 or 2 Family Dwelling,10/2/2015,"$15,500.00 "
16014-20000-02741,1 or 2 Family Dwelling,7/19/2016,"$80,000.00 "
16010-10000-00466,Commercial,7/20/2016,"$667,200.00 "
16014-10001-01037,1 or 2 Family Dwelling,7/15/2016,"$9,000.00 "
15014-10001-04677,1 or 2 Family Dwelling,7/15/2016,"$7,000.00 "
16014-20000-03078,1 or 2 Family Dwelling,7/20/2016,"$150,000.00 "
16014-10000-03120,1 or 2 Family Dwelling,7/15/2016,"$35,000.00 "
16016-10000-04127,Commercial,7/20/2016,"$1,768,480.00 "
16014-30000-02040,1 or 2 Family Dwelling,7/19/2016,"$20,000.00 "
16014-20000-00827,1 or 2 Family Dwelling,7/18/2016,"$200,000.00 "
12014-70002-03054,1 or 2 Family Dwelling,7/19/2016,"$1,000.00 "
16010-10000-01758,1 or 2 Family Dwelling,7/21/2016,"$80,000.00 "
16014-10000-03418,1 or 2 Family Dwelling,7/21/2016,"$28,000.00 "
16010-10000-01033,1 or 2 Family Dwelling,7/18/2016,"$14,000.00 "
16014-10000-03350,1 or 2 Family Dwelling,7/18/2016,"$25,000.00 "
15010-20000-01684,1 or 2 Family Dwelling,7/18/2016,"$410,000.00 "
15014-10000-02501,1 or 2 Family Dwelling,7/15/2016,"$106,959.00 "
16014-10000-03022,1 or 2 Family Dwelling,7/18/2016,"$2,000.00 "
16014-10000-02819,1 or 2 Family Dwelling,7/20/2016,"$28,000.00 "
16014-30000-02322,1 or 2 Family Dwelling,7/20/2016,"$40,000.00 "
16016-10000-09029,Commercial,7/15/2016,"$500,000.00 "
16014-30000-03468,1 or 2 Family Dwelling,7/21/2016,"$10,000.00 "
16014-20000-02378,1 or 2 Family Dwelling,7/21/2016,"$115,000.00 "
10010-20000-02579,1 or 2 Family Dwelling,7/19/2016,"$600,000.00 "
16014-20000-03158,1 or 2 Family Dwelling,7/19/2016,"$50,000.00 "
16014-20000-02254,1 or 2 Family Dwelling,7/18/2016,"$150,000.00 "
16014-20000-02970,1 or 2 Family Dwelling,7/18/2016,"$50,000.00 "
16014-10000-01890,1 or 2 Family Dwelling,7/15/2016,"$150,000.00 "
16010-10000-01269,1 or 2 Family Dwelling,7/20/2016,"$365,000.00 "
15014-20000-00075,1 or 2 Family Dwelling,4/17/2015,"$25,000.00 "
16014-20000-02525,1 or 2 Family Dwelling,7/20/2016,"$50,000.00 "
16014-20000-03370,1 or 2 Family Dwelling,7/18/2016,"$20,000.00 "
15014-30000-02002,1 or 2 Family Dwelling,7/18/2016,"$50,000.00 "
16014-20000-03256,1 or 2 Family Dwelling,7/18/2016,"$45,000.00 "
16016-30000-03513,1 or 2 Family Dwelling,7/18/2016,"$60,000.00 "
16010-10000-01465,1 or 2 Family Dwelling,7/19/2016,"$1,000,000.00 "
15010-10000-02057,1 or 2 Family Dwelling,7/15/2016,"$51,409.00 "
16014-20000-03375,1 or 2 Family Dwelling,7/20/2016,"$10,000.00 "
16014-20000-03453,1 or 2 Family Dwelling,7/20/2016,"$6,000.00 "
16014-20000-03181,1 or 2 Family Dwelling,7/20/2016,"$40,000.00 "
16014-10000-01709,1 or 2 Family Dwelling,7/21/2016,"$250,000.00 "
15014-10000-01439,Commercial,8/13/2015,"$8,000.00 "
16014-10000-03325,1 or 2 Family Dwelling,7/15/2016,"$5,000.00 "
13014-20000-04770,1 or 2 Family Dwelling,4/15/2014,"$60,000.00 "
16014-20000-01725,1 or 2 Family Dwelling,7/15/2016,"$49,500.00 "
16014-20000-01946,1 or 2 Family Dwelling,7/15/2016,"$167,000.00 "
16014-10000-01685,1 or 2 Family Dwelling,7/18/2016,"$288,900.00 "
16014-20000-02249,1 or 2 Family Dwelling,7/18/2016,"$205,000.00 "
15010-20000-02983,1 or 2 Family Dwelling,7/18/2016,"$30,000.00 "
16010-10000-01902,1 or 2 Family Dwelling,7/18/2016,"$20,000.00 "
15010-30000-03181,1 or 2 Family Dwelling,7/18/2016,"$50,000.00 "
16016-20000-10622,1 or 2 Family Dwelling,7/15/2016,"$35,000.00 "
16014-30001-01567,1 or 2 Family Dwelling,7/19/2016,"$1,000.00 "
15014-20000-03634,Commercial,10/6/2015,"$20,000.00 "
16010-20000-02734,1 or 2 Family Dwelling,7/21/2016,"$25,000.00 "
16010-70000-02304,1 or 2 Family Dwelling,7/21/2016,"$20,625.00 "
16014-20000-00069,1 or 2 Family Dwelling,7/15/2016,"$150,000.00 "
13014-20000-04771,1 or 2 Family Dwelling,4/15/2014,"$88,000.00 "
16010-30000-01850,1 or 2 Family Dwelling,7/18/2016,"$35,650.00 "
16010-10000-01270,1 or 2 Family Dwelling,7/20/2016,"$15,000.00 "
16014-10000-03218,1 or 2 Family Dwelling,7/18/2016,"$50,000.00 "
16014-20000-01230,1 or 2 Family Dwelling,7/21/2016,"$200,000.00 "
15010-30000-03387,Apartment,7/21/2016,"$795,000.00 "
13010-70002-03998,1 or 2 Family Dwelling,7/21/2016,"$23,300.00 "
16014-30001-00167,1 or 2 Family Dwelling,7/20/2016,$501.00 
16010-10000-01466,1 or 2 Family Dwelling,7/18/2016,"$323,200.00 "
16014-20000-03301,1 or 2 Family Dwelling,7/21/2016,"$35,000.00 "
16014-20000-03463,1 or 2 Family Dwelling,7/21/2016,"$50,000.00 "
15014-10001-00871,1 or 2 Family Dwelling,7/15/2016,"$10,000.00 "
16014-10000-03184,1 or 2 Family Dwelling,7/18/2016,"$45,000.00 "
16014-20000-03420,1 or 2 Family Dwelling,7/19/2016,"$4,500.00 "
16014-20000-01289,1 or 2 Family Dwelling,7/18/2016,"$30,000.00 "
16014-20000-03167,1 or 2 Family Dwelling,7/19/2016,"$50,000.00 "
16014-20000-01323,1 or 2 Family Dwelling,7/18/2016,"$60,000.00 "
16014-30000-03248,1 or 2 Family Dwelling,7/15/2016,"$195,000.00 "
16010-20000-03035,1 or 2 Family Dwelling,7/19/2016,"$14,000.00 "
16014-20000-03261,1 or 2 Family Dwelling,7/21/2016,"$18,000.00 "
14014-10000-05174,1 or 2 Family Dwelling,7/15/2016,"$165,900.00 "
16014-10000-03346,1 or 2 Family Dwelling,7/19/2016,"$43,600.00 "
16010-10000-01523,1 or 2 Family Dwelling,7/19/2016,"$475,000.00 "
16010-30000-01108,1 or 2 Family Dwelling,7/19/2016,"$560,000.00 "
16010-30000-00907,1 or 2 Family Dwelling,7/15/2016,"$600,000.00 "
16010-10000-00269,1 or 2 Family Dwelling,7/18/2016,"$325,000.00 "
15014-20000-03850,1 or 2 Family Dwelling,7/18/2016,"$540,000.00 "
16010-30000-01849,1 or 2 Family Dwelling,7/18/2016,"$315,900.00 "
15014-70000-04449,1 or 2 Family Dwelling,7/18/2016,"$22,000.00 "
16010-10000-01467,1 or 2 Family Dwelling,7/18/2016,"$121,200.00 "
16010-20000-01423,1 or 2 Family Dwelling,7/21/2016,"$12,000.00 "
16014-20000-03135,1 or 2 Family Dwelling,7/18/2016,"$51,000.00 "
16014-20000-03324,1 or 2 Family Dwelling,7/20/2016,"$4,000.00 "
16014-20000-02711,1 or 2 Family Dwelling,7/18/2016,"$40,000.00 "
15010-20000-01687,Apartment,7/28/2016,"$1,050,000.00 "
16010-30000-00356,1 or 2 Family Dwelling,7/22/2016,"$710,000.00 "
16014-20000-02659,1 or 2 Family Dwelling,7/27/2016,"$140,000.00 "
16014-10000-01136,1 or 2 Family Dwelling,7/27/2016,"$56,400.00 "
16014-30000-01248,1 or 2 Family Dwelling,7/25/2016,"$480,000.00 "
15014-30000-04852,1 or 2 Family Dwelling,7/28/2016,"$847,000.00 "
15010-20000-04265,1 or 2 Family Dwelling,7/26/2016,"$64,000.00 "
16014-10000-02468,1 or 2 Family Dwelling,7/25/2016,"$65,000.00 "
16014-20000-00540,1 or 2 Family Dwelling,7/28/2016,"$79,480.00 "
16010-10000-00658,Commercial,7/26/2016,"$18,500,000.00 "
16014-30000-02857,1 or 2 Family Dwelling,7/28/2016,"$75,000.00 "
15014-30000-05330,1 or 2 Family Dwelling,7/28/2016,"$85,000.00 "
16014-20000-01500,1 or 2 Family Dwelling,7/22/2016,"$170,000.00 "
16014-20000-03545,1 or 2 Family Dwelling,7/27/2016,"$25,000.00 "
16014-30000-03530,1 or 2 Family Dwelling,7/28/2016,"$5,000.00 "
16010-20000-00394,1 or 2 Family Dwelling,7/27/2016,"$430,000.00 "
16010-20000-00402,1 or 2 Family Dwelling,7/27/2016,"$440,000.00 "
16010-10000-00626,Apartment,7/25/2016,"$4,500,000.00 "
16014-20000-01931,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 "
16014-10000-03217,1 or 2 Family Dwelling,7/27/2016,"$15,000.00 "
16014-20000-03495,1 or 2 Family Dwelling,7/27/2016,"$13,000.00 "
15010-10000-02565,Apartment,7/22/2016,"$4,448,949.00 "
16010-10000-00972,1 or 2 Family Dwelling,7/26/2016,"$100,000.00 "
15010-10000-03767,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 "
15010-10000-04647,1 or 2 Family Dwelling,7/26/2016,"$31,400.00 "
16010-30000-03243,1 or 2 Family Dwelling,7/28/2016,"$77,000.00 "
15010-30001-04092,1 or 2 Family Dwelling,7/22/2016,"$50,000.00 "
16014-10000-02150,1 or 2 Family Dwelling,7/28/2016,"$30,000.00 "
16014-30000-03155,1 or 2 Family Dwelling,7/22/2016,"$100,000.00 "
13010-10000-03155,Apartment,6/15/2015,"$1,850,436.00 "
16014-20000-02959,1 or 2 Family Dwelling,7/22/2016,"$15,000.00 "
16014-30000-01840,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 "
16014-30000-02226,1 or 2 Family Dwelling,7/22/2016,"$200,000.00 "
16014-10000-03583,1 or 2 Family Dwelling,7/28/2016,"$36,000.00 "
16014-20000-01151,1 or 2 Family Dwelling,7/25/2016,"$50,000.00 "
16014-10000-02404,1 or 2 Family Dwelling,7/22/2016,"$50,000.00 "
15014-10000-02364,1 or 2 Family Dwelling,7/22/2016,"$200,000.00 "
14010-10000-03787,Commercial,7/22/2016,"$5,532,084.00 "
16014-10000-03411,1 or 2 Family Dwelling,7/27/2016,"$50,000.00 "
16014-20000-01837,1 or 2 Family Dwelling,7/28/2016,"$84,000.00 "
16014-20000-03529,1 or 2 Family Dwelling,7/26/2016,"$37,100.00 "
16014-20000-00118,1 or 2 Family Dwelling,7/26/2016,"$71,000.00 "
16014-20000-02077,1 or 2 Family Dwelling,7/22/2016,"$100,000.00 "
15010-10000-03768,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 "
16014-10000-01805,1 or 2 Family Dwelling,7/22/2016,"$50,000.00 "
16014-20000-00475,1 or 2 Family Dwelling,7/27/2016,"$80,000.00 "
16014-20000-01389,1 or 2 Family Dwelling,7/28/2016,"$16,000.00 "
15014-10000-05310,1 or 2 Family Dwelling,7/28/2016,"$50,000.00 "
15014-10000-05437,1 or 2 Family Dwelling,7/28/2016,"$200,000.00 "
15010-20000-02358,Apartment,7/28/2016,"$1,400,000.00 "
16010-20000-00400,1 or 2 Family Dwelling,7/27/2016,"$440,000.00 "
16010-20000-00387,1 or 2 Family Dwelling,7/27/2016,"$440,000.00 "
16010-20000-00082,1 or 2 Family Dwelling,7/25/2016,"$545,000.00 "
16014-10000-01235,1 or 2 Family Dwelling,7/26/2016,"$348,000.00 "
16010-10000-02283,1 or 2 Family Dwelling,7/27/2016,"$18,000.00 "
16014-20000-03175,1 or 2 Family Dwelling,7/25/2016,"$48,000.00 "
16010-20000-01694,1 or 2 Family Dwelling,7/25/2016,"$350,000.00 "
15010-10000-03777,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 "
16014-30000-02542,Commercial,7/22/2016,"$30,000.00 "
16010-20000-00081,1 or 2 Family Dwelling,7/25/2016,"$545,000.00 "
16014-20000-03285,1 or 2 Family Dwelling,7/28/2016,"$85,000.00 "
16014-20000-03465,1 or 2 Family Dwelling,7/27/2016,"$16,800.00 "
16014-20000-02881,1 or 2 Family Dwelling,7/28/2016,"$95,000.00 "
16010-30000-01744,1 or 2 Family Dwelling,7/26/2016,"$959,000.00 "
16014-10000-03596,1 or 2 Family Dwelling,7/28/2016,"$5,000.00 "
15014-10000-04342,1 or 2 Family Dwelling,7/25/2016,"$60,397.00 "
16014-70000-03046,1 or 2 Family Dwelling,7/26/2016,"$17,500.00 "
15010-10000-04573,1 or 2 Family Dwelling,7/26/2016,"$7,100,000.00 "
16014-10000-01096,1 or 2 Family Dwelling,7/27/2016,"$160,000.00 "
16010-10000-00672,1 or 2 Family Dwelling,7/28/2016,"$78,500.00 "
16014-30000-02474,1 or 2 Family Dwelling,7/28/2016,"$100,000.00 "
16014-20000-03368,1 or 2 Family Dwelling,7/22/2016,"$22,000.00 "
15010-10000-03766,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 "
16014-40000-02319,1 or 2 Family Dwelling,7/27/2016,"$600,000.00 "
16014-10000-01551,1 or 2 Family Dwelling,7/26/2016,"$60,000.00 "
15014-30000-02922,1 or 2 Family Dwelling,7/26/2016,"$150,000.00 "
16010-10000-01066,1 or 2 Family Dwelling,7/22/2016,"$385,000.00 "
16014-20000-02912,1 or 2 Family Dwelling,7/26/2016,"$300,000.00 "
13010-10009-00400,1 or 2 Family Dwelling,7/22/2016,"$16,000.00 "
15014-10000-05118,Apartment,7/22/2016,"$300,000.00 "
14010-10000-02109,1 or 2 Family Dwelling,1/16/2015,"$264,780.00 "
16014-20000-02121,1 or 2 Family Dwelling,7/27/2016,"$277,400.00 "
16016-70000-15767,1 or 2 Family Dwelling,7/25/2016,"$15,000.00 "
16010-20000-00396,1 or 2 Family Dwelling,7/27/2016,"$410,000.00 "
16014-10000-02283,1 or 2 Family Dwelling,7/28/2016,"$80,000.00 "
15010-20000-00207,1 or 2 Family Dwelling,7/28/2016,"$6,500.00 "
15014-30001-04716,1 or 2 Family Dwelling,7/26/2016,$501.00 
16014-10000-02521,1 or 2 Family Dwelling,7/25/2016,"$50,000.00 "
15010-10000-03780,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 "
15016-40000-05472,Commercial,7/27/2016,"$4,000,000.00 "
16014-10000-00104,Commercial,7/25/2016,"$1,900,000.00 "
16014-10000-02485,1 or 2 Family Dwelling,7/27/2016,"$32,000.00 "
16014-20000-03577,1 or 2 Family Dwelling,7/28/2016,"$25,000.00 "
16014-20000-02268,1 or 2 Family Dwelling,7/25/2016,"$26,000.00 "
16014-20000-02042,1 or 2 Family Dwelling,7/25/2016,"$17,000.00 "
16014-30000-03524,1 or 2 Family Dwelling,7/25/2016,"$50,000.00 "
16014-20000-03372,1 or 2 Family Dwelling,7/22/2016,"$50,000.00 "
16010-20000-03237,1 or 2 Family Dwelling,7/22/2016,"$20,000.00 "
16014-20000-02592,1 or 2 Family Dwelling,7/26/2016,"$42,000.00 "
16014-30000-02245,1 or 2 Family Dwelling,7/22/2016,"$255,000.00 "
16014-10000-01574,1 or 2 Family Dwelling,7/22/2016,"$15,000.00 "
16014-20000-02008,1 or 2 Family Dwelling,7/26/2016,"$85,000.00 "
16010-20000-00960,1 or 2 Family Dwelling,7/25/2016,"$621,000.00 "
16014-20000-03389,1 or 2 Family Dwelling,7/22/2016,"$6,000.00 "
15010-10000-01344,Apartment,7/27/2016,"$3,126,360.00 "
16014-20000-03163,1 or 2 Family Dwelling,7/22/2016,"$20,000.00 "
16014-30000-02789,1 or 2 Family Dwelling,7/28/2016,"$300,000.00 "
16014-30000-01968,1 or 2 Family Dwelling,7/25/2016,"$100,000.00 "
15010-10000-00388,1 or 2 Family Dwelling,7/25/2016,"$839,400.00 "
16014-10000-03188,1 or 2 Family Dwelling,7/27/2016,"$60,100.00 "
16014-20000-01958,1 or 2 Family Dwelling,7/28/2016,"$228,000.00 "
16014-10000-03426,1 or 2 Family Dwelling,7/28/2016,"$8,000.00 "
15014-30000-05516,1 or 2 Family Dwelling,7/28/2016,"$300,000.00 "
16014-20000-03553,1 or 2 Family Dwelling,7/27/2016,"$41,000.00 "
14010-10000-02110,1 or 2 Family Dwelling,1/16/2015,"$264,780.00 "
14010-20000-02194,1 or 2 Family Dwelling,7/27/2016,"$200,000.00 "
16010-10000-00986,1 or 2 Family Dwelling,7/27/2016,"$1,000,000.00 "
16014-10000-02632,1 or 2 Family Dwelling,7/28/2016,"$35,000.00 "
16014-20000-03523,1 or 2 Family Dwelling,7/28/2016,"$8,500.00 "
16014-10000-03127,1 or 2 Family Dwelling,7/28/2016,"$50,000.00 "
16010-70000-01900,1 or 2 Family Dwelling,7/25/2016,"$420,000.00 "
16014-20000-03507,1 or 2 Family Dwelling,7/25/2016,"$10,000.00 "
16010-20000-00390,1 or 2 Family Dwelling,7/27/2016,"$440,000.00 "
16010-30000-01094,1 or 2 Family Dwelling,7/26/2016,"$535,000.00 "
16010-20000-01243,1 or 2 Family Dwelling,7/26/2016,"$38,000.00 "
16014-20000-01364,1 or 2 Family Dwelling,7/27/2016,"$83,000.00 "
16010-10000-00987,1 or 2 Family Dwelling,7/27/2016,"$100,000.00 "
16010-20000-00388,1 or 2 Family Dwelling,7/27/2016,"$430,000.00 "
15010-10000-04220,1 or 2 Family Dwelling,7/25/2016,"$121,000.00 "
16014-30000-02000,1 or 2 Family Dwelling,7/22/2016,"$200,000.00 "
16010-20000-00403,1 or 2 Family Dwelling,7/27/2016,"$410,000.00 "
16010-20000-02821,1 or 2 Family Dwelling,7/26/2016,"$6,000.00 "
16014-20000-02574,1 or 2 Family Dwelling,7/28/2016,"$300,000.00 "
16014-20000-02889,1 or 2 Family Dwelling,7/26/2016,"$43,450.00 "
16010-30000-02001,1 or 2 Family Dwelling,7/22/2016,"$22,000.00 "
16014-20000-02375,1 or 2 Family Dwelling,7/22/2016,"$31,000.00 "
16014-20000-02686,1 or 2 Family Dwelling,7/28/2016,"$350,000.00 "
15010-10000-03779,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 "
16014-20000-03502,1 or 2 Family Dwelling,7/22/2016,"$5,000.00 "
16010-30000-01947,1 or 2 Family Dwelling,7/22/2016,"$375,000.00 "
15010-10000-03781,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 "
15010-20000-01239,1 or 2 Family Dwelling,9/11/2015,"$121,200.00 "
15014-30000-03435,1 or 2 Family Dwelling,7/25/2016,"$40,000.00 "
16014-70000-02225,1 or 2 Family Dwelling,7/26/2016,"$12,100.00 "
16014-10000-03126,1 or 2 Family Dwelling,7/28/2016,"$75,000.00 "
16014-10000-03169,1 or 2 Family Dwelling,7/28/2016,"$62,000.00 "
16014-20000-03032,1 or 2 Family Dwelling,7/26/2016,"$25,000.00 "
13010-20003-03731,1 or 2 Family Dwelling,7/27/2016,"$500,000.00 "
16010-20000-02523,1 or 2 Family Dwelling,7/25/2016,"$42,000.00 "
16010-20000-01265,1 or 2 Family Dwelling,7/26/2016,"$857,000.00 "
14010-10000-03420,1 or 2 Family Dwelling,7/26/2016,"$1,000,000.00 "
16014-20000-03128,1 or 2 Family Dwelling,7/28/2016,"$36,000.00 "
15010-10000-03778,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 "
16014-20000-02014,1 or 2 Family Dwelling,7/28/2016,"$6,000.00 "
